replicate,bDA,status,iterations,error
921,8.164115083876972,success,4,
922,6.97818804873849,success,4,
923,7.527124617415462,success,4,
924,7.662471963245858,success,4,
925,7.454755010765915,success,4,
926,7.618638076432919,success,5,
927,7.235915851286906,success,4,
928,8.144833540028673,success,4,
929,7.85063854901407,success,4,
930,7.6932763890543505,success,4,
931,7.677209853533959,success,4,
932,7.682486467022138,success,4,
933,7.858085941817308,success,4,
934,7.629359904551862,success,5,
935,7.163676968856596,success,4,
936,6.6784551516373245,success,5,
937,7.473585123753868,success,4,
938,7.081652646519474,success,4,
939,8.382140714770165,success,4,
940,7.093294807225381,success,5,
941,7.0312262482102375,success,4,
942,7.587496922855688,success,4,
943,7.705196156251369,success,4,
944,6.966351658871826,success,4,
945,8.256106172323593,success,4,
946,7.407607535605465,success,5,
947,6.572470972146339,success,4,
948,8.266330000572356,success,4,
949,7.812182453752378,success,4,
950,6.29338275320167,success,4,
951,8.242542761466776,success,4,
952,8.200973950902293,success,5,
953,7.544833451096215,success,4,
954,6.647657106521499,success,4,
955,7.561787318294086,success,4,
956,7.78621308625819,success,4,
957,6.768211264556284,success,4,
958,7.627427906638354,success,4,
959,7.050339655743799,success,4,
960,6.6186711077438956,success,4,
961,7.76041908780849,success,4,
962,7.355535926562881,success,4,
963,7.698016407022837,success,4,
964,7.63976719966678,success,4,
965,6.859274804567488,success,5,
966,7.7227326476879,success,4,
967,7.894818371649529,success,4,
968,8.004794439018733,success,5,
969,7.9057540746130766,success,4,
970,7.7517522023459176,success,4,
971,8.011818957109414,success,4,
972,7.8104032028372705,success,4,
973,7.585799288615954,success,4,
974,7.4101381737323315,success,4,
975,8.417600555100215,success,4,
976,8.518417776884556,success,5,
977,8.813852980030484,success,5,
978,6.786705755953594,success,5,
979,7.023554298756489,success,5,
980,8.091744476336373,success,4,
981,8.006544959988435,success,4,
982,7.524451496403634,success,4,
983,7.0881936640435015,success,4,
984,6.646592245757211,success,4,
985,7.793486081661257,success,4,
986,7.943879224391352,success,4,
987,7.772081730294992,success,4,
988,7.264879825405702,success,4,
989,6.87008290760783,success,5,
990,7.477281493524522,success,4,
991,7.539093723232435,success,4,
992,8.560737725817422,success,5,
993,7.276665197948402,success,4,
994,8.152905082724992,success,4,
995,8.521135027264945,success,4,
996,9.456533049421099,success,5,
997,7.290686417984036,success,4,
998,7.333078180230775,success,4,
999,6.645497000147916,success,4,
1000,7.120755103433269,success,5,
