replicate,mean_brier_amp_minus_phase
319,0.006885552565602296
320,0.005962341849437082
321,0.005744907448804806
322,0.005326568573940621
323,0.008171981777828779
324,0.00440776434715975
325,0.006731674782443655
326,0.006841924532763386
327,0.004363872247639961
328,0.007734101751705521
329,0.006010564613270404
330,0.005577371278295074
331,0.006457523582200033
332,0.005187668346090824
333,0.004267662350991224
334,0.007655204279381776
335,0.00737717067535525
336,0.005323102139068456
337,0.004447476948189786
338,0.004291727581534781
339,0.00647379088734718
340,0.004136875724030338
341,0.0052031142485010175
342,0.009025136537741868
343,0.007242842980345678
344,0.005313188920857242
345,0.006714432573477724
346,0.007687320061162506
347,0.006347714850751177
348,0.005993646587190689
349,0.003011257767743635
350,0.0065802776262428
351,0.00819839113953337
352,0.006080745304977827
353,0.006166149321488775
354,0.004962513117411408
355,0.005318713139235351
356,0.005011036009565359
357,0.005202613678251147
358,0.00554332301385304
359,0.007712653083839856
360,0.0037796585984318475
361,0.005074538916526894
362,0.005410468217030859
363,0.0061413038859723925
364,0.003651483481227974
365,0.0065054970923729034
366,0.0059396455482418065
367,0.004970567396053361
368,0.008568718253237151
369,0.006707819333494821
370,0.006017024757087333
371,0.006013474080978651
372,0.005447171095167731
373,0.005691066036645663
374,0.003868307170087196
375,0.00396827521196733
376,0.006015224733985773
377,0.005472579417759301
378,0.006070753007973707
379,0.007295932466539227
380,0.007549132228855977
381,0.005886217807404704
382,0.00789810171066329
383,0.005923425987414697
384,0.00805350912331645
385,0.006681504980653742
386,0.005988718144266848
387,0.002993631057467875
388,0.005724487686895016
389,0.008051370338203617
390,0.004888862186014076
391,0.006720164597206466
392,0.00500174970549616
393,0.005013516040494286
394,0.003442709516406129
395,0.007282708705341407
396,0.006124115104437293
397,0.007101547659519838
398,0.0046468494900201215
399,0.005455649889135345
400,0.006354238487554978
401,0.003280851591075587
402,0.0028827838579997865
403,0.005045409947350766
404,0.004103361741984741
405,0.006783327232328212
406,0.005066559762102691
407,0.007505913823501444
408,0.007145084445120367
409,0.007611626130881774
410,0.004865258743019587
411,0.006793085203061625
412,0.004831302489400307
413,0.007242549701343521
414,0.005223794885001129
415,0.007112099565391408
416,0.004578031259821615
417,0.007751642163677672
418,0.00507791722559997
419,0.007710581218414828
420,0.007277152745831969
421,0.00679292118591915
422,0.004102199165535766
423,0.004171158903445872
424,0.006063388026225897
425,0.004889506873412753
426,0.006836335819715456
427,0.003925082341983174
428,0.007405669465668314
429,0.0033722648733729285
430,0.0043569008212894335
431,0.005187232795358403
